"customerkey","name","gender","datefirstpurchase","addressline1","city","state","country","salesterritorykey"
22531,"Tiffany V Zhou","F","2022-10-02","386, rue de Varenne","Paris","Seine (Paris)","France",7
22532,"Ryan NULL Thomas","M","2022-12-03","5716 Weatherly Drive","Stoke-on-Trent","England","United Kingdom",10
22533,"Jake NULL Liu","M","2022-11-27","Residenz Straße 431","Hamburg","Hamburg","Germany",8
22534,"Suzanne M Liang","F","2022-12-19","336, quai Paul Doumer","Paris","Seine (Paris)","France",7
22535,"Rachael M Prasad","F","2022-11-16","6557 Artnell Ct.","Esher-Molesey","England","United Kingdom",10
22536,"Brianna NULL Rogers","F","2022-11-17","1356 Grove Way","Oxford","England","United Kingdom",10
22537,"Xavier L Jenkins","M","2022-12-14","Waldstr 76","Paderborn","Nordrhein-Westfalen","Germany",8
22538,"Bianca NULL Wang","F","2023-01-24","3230 Hamilton Ave","Tremblay-en-France","Seine Saint Denis","France",7
22539,"Randall D Sanz","M","2022-05-26","3001 Mt. Etna","Woolston","England","United Kingdom",10
22540,"Latasha L Ramos","F","2022-04-24","370 Treat Blvd","Billericay","England","United Kingdom",10
22541,"Stefanie NULL Martinez","F","2022-04-29","Im Himmelsweg 27","Paderborn","Hamburg","Germany",8
22542,"Teresa NULL Alvarez","F","2022-10-24","57bis, boulevard du Montparnasse","Paris","Seine (Paris)","France",7
22543,"Jeremy NULL Campbell","M","2022-03-20","6897 Pome Court","Portland","Oregon","United States",1
22544,"Maria NULL Evans","F","2022-02-04","6287 Strasbourg Lane","Royal Oak","British Columbia","Canada",6
22545,"Brittany NULL Bryant","F","2022-08-05","410 Wheel Ave.","Langford","British Columbia","Canada",6
22546,"Nicholas L Jones","M","2022-08-21","1064 Slavio","Lebanon","Oregon","United States",1
22547,"Elijah C Flores","M","2022-05-07","6465 Brushcreek Dr","National City","California","United States",4
22548,"Angela NULL Brooks","F","2023-01-02","1821 Mt. Hood Circle","San Carlos","California","United States",4
22549,"Isabel C Russell","F","2022-03-02","9684 La Vista Avenue","Olympia","Washington","United States",1
22550,"Kristopher W Rana","M","2022-08-17","4663 Hoek Maple Court","York","England","United Kingdom",10
22551,"Andy M Rubio","M","2022-10-29","Altendorfer Straße 570","München","Nordrhein-Westfalen","Germany",8
22552,"Andrea NULL Rusko","F","2022-06-28","4, avenue des Ternes","Pantin","Seine Saint Denis","France",7
22553,"Melinda C Vazquez","F","2022-07-06","8546 Wilson Court","Oxford","England","United Kingdom",10
22554,"Gilbert NULL Xu","M","2022-03-11","3128 Second Street","York","England","United Kingdom",10
22555,"Ethan NULL Taylor","M","2022-09-15","11, avenue du Président-Kennedy","Saint-Denis","Seine Saint Denis","France",7
22556,"Oscar F Griffin","M","2022-07-13","59, place de la Concorde","Tremblay-en-France","Seine Saint Denis","France",7
22557,"Jason NULL Scott","M","2022-07-31","9944 Maywood Lane","Leeds","England","United Kingdom",10
22558,"Ernest A Ye","M","2022-05-26","3550 Mildred Ln","Warrington","England","United Kingdom",10
22559,"Stacy NULL Vazquez","F","2022-02-13","1453 Asilomar Dr.","York","England","United Kingdom",10
22560,"Casey C Jai","F","2022-04-23","8019 Via Romero","Billericay","England","United Kingdom",10
22561,"Katie NULL Nara","F","2022-07-25","94, avenue du Port","Croix","Nord","France",7
22562,"Kelli W Li","F","2022-03-14","1281, boulevard Beau Marchais","Drancy","Seine Saint Denis","France",7
22563,"Darren A Weber","M","2022-09-26","Parise Straße 6446","Saarbrücken","Saarland","Germany",8
22564,"Autumn A Sun","F","2022-10-02","9192 Dublin Court","Oxon","England","United Kingdom",10
22565,"Brenda L Subram","F","2022-11-19","Pflugstr 8525","Frankfurt am Main","Saarland","Germany",8
22566,"Damien M Pal","M","2022-11-26","2803 E. Cypress Rd.","Bracknell","England","United Kingdom",10
22567,"Glenn NULL Zhu","M","2022-06-09","6, rue de Courtaboeuf","Paris","Seine (Paris)","France",7
22568,"Autumn NULL Wu","F","2022-07-17","Am Kreuz 4095","Berlin","Saarland","Germany",8
22569,"Johnny J Goel","M","2022-03-19","5869 Clayton Road","Maidenhead","England","United Kingdom",10
22570,"Jackson NULL Yang","M","2022-11-01","4290 Wellington Avenue","Watford","England","United Kingdom",10
22571,"Armando NULL Vazquez","M","2021-05-07","4628 Mountain View Place","Milsons Point","New South Wales","Australia",9
22572,"Karen NULL Cai","F","2021-05-25","748 Whitehall Drive","Wollongong","New South Wales","Australia",9
22573,"Lance NULL Sanz","M","2021-05-22","8327 Roundhouse Place","Goulburn","New South Wales","Australia",9
22574,"Randy B Zheng","M","2022-06-03","4798 San Benito Dr.","Port Macquarie","New South Wales","Australia",9
22575,"Orlando NULL Blanco","M","2021-05-01","5135 Oak Park Blvd.","Melbourne","Victoria","Australia",9
22576,"Tony L Xu","M","2021-05-01","8489 Barbie Dr.","North Ryde","New South Wales","Australia",9
22577,"Bryant S Sai","M","2021-05-29","8500 Byers Rd.","Port Macquarie","New South Wales","Australia",9
22578,"Juan P Vazquez","M","2021-05-09","2736 Scottsdale Rd","Seaford","Victoria","Australia",9
22579,"Kara NULL Lal","F","2021-05-16","7340 Pine Creek Way","Port Macquarie","New South Wales","Australia",9
22580,"Alexis NULL Long","F","2021-05-02","3376 Jacaranda Dr.","Gold Coast","Queensland","Australia",9
22581,"Theresa F Vazquez","F","2021-05-10","5227 Sutton Circle","Wollongong","New South Wales","Australia",9
22582,"Evelyn D Madan","F","2021-05-06","8162 Zacatecas","Townsville","Queensland","Australia",9
22583,"Troy R Sara","M","2021-05-15","1002 N. Spoonwood Court","Hervey Bay","Queensland","Australia",9
22584,"Meagan NULL Lopez","F","2022-06-26","36, rue de Berri","Les Ulis","Essonne","France",7
22585,"Kelvin A He","M","2022-05-28","Alderweg 1849","Essen","Hamburg","Germany",8
22586,"Derek T Shen","M","2022-11-26","7884 Power Ave.","York","England","United Kingdom",10
22587,"Gina C Alonso","F","2022-05-01","Kapellstr 4924","München","Hamburg","Germany",8
22588,"Teresa D Martin","F","2022-07-09","9608 Grammercy Lane","Gloucestershire","England","United Kingdom",10
22589,"Cynthia NULL Suri","F","2022-08-27","1075 San Miguel Circle","Oxford","England","United Kingdom",10
22590,"Oscar B Hughes","M","2022-05-13","Platz des Landtags 55","Neunkirchen","Saarland","Germany",8
22591,"Jon G Becker","M","2022-05-23","Helsenbergbogen 2","Hamburg","Hamburg","Germany",8
22592,"Lindsey K Anand","F","2022-11-16","1915 Seawind Dr.","Stoke-on-Trent","England","United Kingdom",10
22593,"Thomas C Johnson","M","2022-08-26","22, avenue de Malakoff","Villeneuve-d'Ascq","Nord","France",7
22594,"Gabriella S James","F","2022-11-04","5886 Book Rd","Billericay","England","United Kingdom",10
22595,"Nicolas W Xie","M","2022-07-06","64, rue des Grands Champs","Colomiers","Garonne (Haute)","France",7
22596,"Omar A Xu","M","2022-11-01","4789 Estrada","London","England","United Kingdom",10
22597,"Rachael V Chandra","F","2022-05-16","Kulmer Straße 4636","Berlin","Hamburg","Germany",8
22598,"Donald NULL Sanchez","M","2022-05-26","Welt Platz 990","Berlin","Saarland","Germany",8
22599,"Philip NULL Gill","M","2022-11-11","2988 Wightman Lane","London","England","United Kingdom",10
22600,"Maurice L Kumar","M","2022-12-16","5846 Premier Place","Kirkby","England","United Kingdom",10
22601,"Aimee NULL Gao","F","2022-08-22","67, rue des Berges","Orleans","Loiret","France",7
22602,"Kelli NULL Andersen","F","2022-12-07","1826 Village Road","Wokingham","England","United Kingdom",10
22603,"Autumn NULL He","F","2022-08-27","242, avenue de la Gare","Roubaix","Nord","France",7
22604,"Wyatt V Simmons","M","2022-12-12","143 Pecan Pl.","Leeds","England","United Kingdom",10
22605,"Derrick R Schmidt","M","2022-12-12","6084 Norris Court","Watford","England","United Kingdom",10
22606,"Alfredo C Hernandez","M","2022-05-06","Karl Liebknecht str 299","Mühlheim","Hamburg","Germany",8
22607,"Whitney Y Gonzalez","F","2022-06-13","Heidestieg Straße 2664","Neunkirchen","Saarland","Germany",8
22608,"Arthur L Munoz","M","2022-12-17","2199 Laverne Way","Bracknell","England","United Kingdom",10
22609,"Clarence L Cai","M","2022-06-07","Auf der Krone 493","Berlin","Hamburg","Germany",8
22610,"Brent A Chen","M","2022-06-04","Kampstr 5998","Berlin","Saarland","Germany",8
22611,"Chad NULL Deng","M","2022-11-24","975 Harris Circle","Runcorn","England","United Kingdom",10
22612,"Franklin M Huang","M","2022-08-07","3355, rue de Longchamp","Boulogne-sur-Mer","Pas de Calais","France",7
22613,"Dale M Luo","M","2022-01-10","3913 Euclid Ave.","Oxon","England","United Kingdom",10
22614,"Tommy H Shan","M","2022-01-18","7833 Cook Pkwy","London","England","United Kingdom",10
22615,"Misty NULL Xu","F","2022-06-19","Postenweg 2428","Hannover","Nordrhein-Westfalen","Germany",8
22616,"Jake NULL Zhang","M","2022-11-28","2901 Ninth Avenue SW Court","Maidenhead","England","United Kingdom",10
22617,"Andres NULL Nath","M","2022-12-16","Wolfgangstraße 10","Erlangen","Bayern","Germany",8
22618,"Rosa NULL Cai","F","2022-12-06","302 Camelback Ct.","London","England","United Kingdom",10
22619,"Robin NULL Hernandez","F","2022-12-12","Wallstr 824","Hamburg","Hamburg","Germany",8
22620,"Stefanie R Suri","F","2022-02-09","Heiderweg 4982","Hannover","Nordrhein-Westfalen","Germany",8
22621,"Xavier NULL Davis","M","2022-04-21","Winter der Böck 441","Werne","Nordrhein-Westfalen","Germany",8
22622,"Neil M Sanz","M","2022-08-27","9667 Argonne Drive","London","England","United Kingdom",10
22623,"Jamie M Suarez","M","2022-06-28","Am Grossen Dern 46","Stuttgart","Saarland","Germany",8
22624,"Sandra NULL Wu","F","2023-01-02","70, place de la République","Roubaix","Nord","France",7
22625,"Meagan NULL Patel","F","2022-02-25","766, rue de Berri","Drancy","Seine Saint Denis","France",7
22626,"Arturo NULL Anand","M","2022-08-07","1112, rue des Grands Champs","Saint Germain en Laye","Yveline","France",7
22627,"Shawna K Sharma","F","2022-06-25","Hansaallee 59","Essen","Hamburg","Germany",8
22628,"Marshall J Lu","M","2022-06-04","Alderweg 4918","Duesseldorf","Hessen","Germany",8
22629,"Matthew NULL Rodriguez","M","2022-06-06","9222 Roseann Drive","Kirkby","England","United Kingdom",10
22630,"Roger NULL Wu","M","2022-01-19","5453 James Donlon Blvd.","Esher-Molesey","England","United Kingdom",10
22631,"Theodore NULL Serrano","M","2022-01-06","5071 Paradise Ct.","Esher-Molesey","England","United Kingdom",10
22632,"Tabitha C Perez","F","2022-08-08","244, boulevard d´Albi","Paris","Seine (Paris)","France",7
22633,"Claudia E Zhao","F","2022-05-08","Lützowplatz 5928","Hof","Bayern","Germany",8
22634,"Giraldo Hierro Sandoval","F","2022-12-23","6526 Creed Ave","Kirkby","England","United Kingdom",10
22635,"Kristi L Hernandez","F","2022-12-10","4443 Virginia Lane","London","England","United Kingdom",10
22636,"Stacey E Zhu","F","2022-12-23","8796 Walnut Ave.","Peterborough","England","United Kingdom",10
22637,"Ana R Alexander","F","2022-12-05","8494 Military Way","Runcorn","England","United Kingdom",10
22638,"Kristi NULL Gutierrez","F","2022-06-12","Hunzinger Allee 664","Solingen","Nordrhein-Westfalen","Germany",8
22639,"Lori M Munoz","F","2022-02-20","2934 Bentley St.","Gloucestershire","England","United Kingdom",10
22640,"Caleb NULL Li","M","2022-02-13","6387 Tanager Road","Newcastle upon Tyne","England","United Kingdom",10
22641,"Abigail G Diaz","F","2022-09-18","34, route de Marseille","Saint-Denis","Seine Saint Denis","France",7
22642,"Garrett NULL Rivera","M","2022-02-14","6541 Central Ave.","Stoke-on-Trent","England","United Kingdom",10
22643,"Brenda D Suri","F","2022-02-22","7271 Adelaide St","Berkshire","England","United Kingdom",10
22644,"Marc C Ortega","M","2022-06-23","Rotthäuser Weg 2200","Hamburg","Hamburg","Germany",8
22645,"Isabella NULL Murphy","F","2022-09-15","9955, rue Ste-Honoré","Metz","Moselle","France",7
22646,"Cara H She","F","2022-02-16","4612 A St.","London","England","United Kingdom",10
22647,"Taylor D Martinez","F","2022-08-29","577, avenue de Villiers","Chatou","Yveline","France",7
22648,"Kaitlin J Srini","F","2022-09-06","44bis, boulevard Saint Germain","Pantin","Seine Saint Denis","France",7
22649,"Corey NULL Tang","M","2022-09-20","31, place de Fontenoy","Metz","Moselle","France",7
22650,"Kristina J Suri","F","2022-06-07","Kapellstr 4961","Eilenburg","Brandenburg","Germany",8
22651,"Frederick NULL Sara","M","2022-09-22","410, rue de l´Esplanade","Les Ulis","Essonne","France",7
22652,"Gilbert B Shan","M","2022-06-18","Heidestieg Straße 8224","Kiel","Saarland","Germany",8
22653,"Carolyn F Dominguez","F","2022-02-11","9678 Redlands Way","London","England","United Kingdom",10
22654,"Orlando NULL Romero","M","2022-09-16","8, rue de la Comédie","Colombes","Hauts de Seine","France",7
22655,"Lucas M Young","M","2022-07-16","Alderstr 284","Hof","Bayern","Germany",8
22656,"Willie T Goel","M","2022-03-22","9440 Newell Ave.","Leeds","England","United Kingdom",10
22657,"Clinton NULL Suarez","M","2022-09-08","4037 Trasher Road","Watford","England","United Kingdom",10
22658,"Devin NULL Rodriguez","M","2022-11-06","30, allée des Princes","Bobigny","Seine Saint Denis","France",7
22659,"Shawna NULL Luo","F","2022-11-09","Alderweg 20","Hof","Bayern","Germany",8
22660,"Monica M Lopez","F","2023-01-13","Postfach 11 05 00","Bottrop","Nordrhein-Westfalen","Germany",8
22661,"Tracy NULL Shan","F","2022-10-31","58, rue des Berges","Colombes","Hauts de Seine","France",7
22662,"Tyrone S Carlson","M","2022-11-20","6300 Colfax Street","Kirkby","England","United Kingdom",10
22663,"Terrence P Deng","M","2022-09-24","995, rue de Courtaboeuf","Boulogne-sur-Mer","Pas de Calais","France",7
22664,"Dawn A Yang","F","2022-10-08","8104bis, boulevard Saint Germain","Lille","Nord","France",7
22665,"Orlando L Diaz","M","2022-05-16","Zollstr 28","Hof","Bayern","Germany",8
22666,"Mayra NULL Srini","F","2022-06-16","Herzogstr 5772","München","Nordrhein-Westfalen","Germany",8
22667,"Roy M Rana","M","2022-01-03","2910 Boyd","Gloucestershire","England","United Kingdom",10
22668,"Adrienne Y Hernandez","F","2022-01-16","4067 Sandiago Drive","London","England","United Kingdom",10
22669,"Lindsay E Raji","F","2022-01-19","4371 Erie Dr.","London","England","United Kingdom",10
22670,"Erika J Sanz","F","2022-03-14","378 Canyon Road","York","England","United Kingdom",10
22671,"Wyatt NULL King","M","2022-03-05","3980 Bridge","Leeds","England","United Kingdom",10
22672,"Crystal W Wu","F","2022-07-01","7904 Eagle Peak Avenue","Kirkby","England","United Kingdom",10
22673,"Andy NULL Gill","M","2022-09-14","76, rue des Berges","Pantin","Seine Saint Denis","France",7
22674,"Troy C Prasad","M","2022-07-02","Im Himmelsweg 89","Hof","Bayern","Germany",8
22675,"Alexandra A Winston","F","2022-09-15","7, place Beaubernard","Paris","Seine (Paris)","France",7
22676,"Stefanie NULL Jordan","F","2022-02-23","88, impasse Notre-Dame","Paris","Seine (Paris)","France",7
22677,"Reginald NULL Carlson","M","2022-11-12","Marketplatz 5492","Hamburg","Hessen","Germany",8
22678,"Sydney NULL Lee","F","2022-07-16","Alte Landstr 722","Hof","Bayern","Germany",8
22679,"Derrick A Dominguez","M","2022-08-31","Auf der Krone 499","München","Nordrhein-Westfalen","Germany",8
22680,"Lee D Suarez","M","2022-11-18","Heiderplatz 772","Paderborn","Hamburg","Germany",8
22681,"Tristan T Barnes","M","2022-06-10","1208, rue Maillard","Bobigny","Seine Saint Denis","France",7
22682,"Willie C Luo","M","2023-01-17","76, rue de Berri","Cergy","Val d'Oise","France",7
22683,"David NULL Garcia","M","2022-05-18","6699, rue de Longchamp","Villeneuve-d'Ascq","Nord","France",7
22684,"Lauren W Cooper","F","2022-11-27","Haberstr 8","Hamburg","Hamburg","Germany",8
22685,"Barbara NULL Ma","F","2022-07-25","Zollhof 4822","Hamburg","Hessen","Germany",8
22686,"Wayne H Anand","M","2022-03-11","3394 Near Drive","London","England","United Kingdom",10
22687,"Javier M Jiménez","M","2021-12-29","199 Buskirk Ave","London","England","United Kingdom",10
22688,"Seth NULL Perez","M","2022-07-25","Auf dem Ufer 424","Ingolstadt","Bayern","Germany",8
22689,"Gilbert A Zheng","M","2022-10-15","8, rue Pierre-Demoulin","Les Ulis","Essonne","France",7
22690,"Kurt C Luo","M","2022-10-25","10bis, rue des Peupliers","Les Ulis","Essonne","France",7
22691,"Gerald V Raman","M","2022-10-17","75, avenue de la Gare","Suresnes","Hauts de Seine","France",7
22692,"Paula L Alonso","F","2022-11-15","87, rue de l´Avenir","Croix","Nord","France",7
22693,"Darryl NULL Gao","M","2022-02-02","Attaché de Presse","Cergy","Val d'Oise","France",7
22694,"Molly N Kapoor","F","2022-07-07","Westheimer Straße 9","Duesseldorf","Hessen","Germany",8
22695,"Darren NULL Martin","M","2022-03-10","5457 Woodcrest Dr.","London","England","United Kingdom",10
22696,"Kari NULL Vazquez","F","2022-11-15","808, quai de Grenelle","Boulogne-sur-Mer","Pas de Calais","France",7
